Age,Gender,Height,Weight,Steps_per_Day,Calories_Burned,Active_Minutes,Heart_Rate,Location,Workout_Routine
50.00,Female,161,31,18997,810.26,119,115.00,Suburban,1
54.00,Male,172,89,4679,162.11,80,100.00,Urban,0
29.00,Female,170,72,8540,409.49,30,114.00,Rural,0
20.00,Female,186,76,10488,495.62,161,92.00,Suburban,0
18.00,Non-Binary,189,62,8074,324.43,127,106.00,Urban,0
50.00,Male,162,77,4996,193.17,37,59.00,Urban,0
57.00,Male,170,97,6695,251.31,100,86.00,Rural,1
27.00,Male,171,58,15235,672.55,131,97.00,Urban,0
46.00,Male,162,95,3366,146.20,129,118.00,Rural,0
30.00,Male,176,75,15164,514.42,11,105.00,Urban,1
29.00,Non-Binary,167,56,7764,337.18,34,85.00,Suburban,0
48.00,Male,159,103,16527,579.25,109,80.00,Rural,1
19.00,Male,167,75,17292,525.18,71,104.00,Urban,0
52.00,Female,160,80,2614,114.97,148,87.00,Suburban,0
40.00,Male,180,65,15396,660.42,109,64.00,Suburban,1
34.00,Female,189,58,19800,756.68,60,65.00,Suburban,0
43.00,Male,172,72,17880,724.39,162,102.00,Suburban,1
25.00,Female,171,93,17888,875.50,47,105.00,Suburban,1
46.00,Male,171,65,6733,282.14,142,56.00,Suburban,0
43.00,Male,181,69,4216,181.95,70,106.00,Rural,0
27.00,Non-Binary,181,91,5364,167.78,142,104.00,Suburban,0
43.00,Male,168,65,13269,442.12,133,101.00,Urban,1
51.00,Female,172,77,18861,679.36,67,53.00,Rural,0
58.00,Male,176,83,14829,604.84,21,92.00,Urban,0
24.00,Male,158,67,5960,271.37,31,89.00,Urban,0
21.00,Female,182,74,19781,720.52,122,79.00,Urban,0
28.00,Male,187,79,9301,345.32,21,59.00,Urban,1
46.00,Female,181,63,9841,345.65,154,56.00,Urban,1
53.00,Non-Binary,157,82,8730,306.35,109,85.00,Urban,1
42.00,Female,150,61,18883,924.84,14,84.00,Urban,0
38.00,Non-Binary,177,59,17979,767.87,123,88.00,Suburban,0
53.00,Male,162,47,1978,65.51,43,85.00,Urban,0
27.00,Male,172,62,1730,76.89,114,69.00,Urban,0
54.00,Male,185,57,1056,46.93,8,98.00,Urban,0
26.00,Female,163,63,3243,140.52,33,108.00,Urban,1
41.00,Non-Binary,166,79,2701,88.31,72,98.00,Urban,1
52.00,Male,172,44,18670,712.44,142,75.00,Suburban,1
52.00,Female,157,40,9303,298.95,44,85.00,Rural,1
53.00,Male,162,58,16100,745.95,71,92.00,Rural,1
35.00,Female,170,76,13998,603.36,57,92.00,Rural,0
56.00,Female,166,74,10393,417.22,114,82.00,Urban,1
49.00,Non-Binary,176,58,1947,71.77,18,94.00,Urban,0
41.00,Female,197,87,7553,254.42,15,94.00,Urban,0
40.00,Male,170,60,1757,56.45,74,64.00,Suburban,0
49.00,Male,161,76,15866,783.54,105,66.00,Urban,0
54.00,Male,184,64,12580,427.63,135,61.00,Suburban,0
29.00,Male,154,56,6651,207.49,160,71.00,Urban,0
30.00,Male,156,60,8273,407.31,73,72.00,Urban,0
40.00,Female,164,81,11033,452.12,17,61.00,Rural,1
,Female,167,75,4535,208.31,162,117.00,Suburban,1
52.00,Female,163,84,19677,607.53,42,100.00,Rural,0
58.00,Male,169,75,18488,764.27,49,62.00,Suburban,0
47.00,Female,172,45,9853,374.06,2,106.00,Rural,0
34.00,Female,180,101,1908,86.70,58,104.00,Suburban,0
37.00,Male,170,75,5617,172.83,,77.00,Rural,0
42.00,Female,164,77,11048,420.20,45,93.00,Urban,1
,Female,180,64,3311,152.24,63,68.00,Suburban,0
30.00,Male,161,86,17020,688.53,69,95.00,Suburban,0
36.00,Female,153,53,18173,745.11,46,52.00,Urban,0
53.00,Female,182,79,14585,465.89,141,69.00,Rural,0
29.00,Male,181,38,15017,490.25,134,74.00,Rural,0
58.00,Non-Binary,162,80,17555,764.34,158,105.00,Urban,0
36.00,Female,166,53,13552,589.52,105,110.00,Urban,1
29.00,Female,160,74,14337,710.86,80,104.00,Urban,0
26.00,Female,173,90,2885,127.63,50,84.00,Rural,0
24.00,Male,187,82,2049,81.68,28,108.00,Suburban,0
45.00,Female,177,88,11503,542.33,112,88.00,Urban,0
31.00,Female,180,86,2161,69.35,142,106.00,Suburban,0
48.00,Male,178,62,1815,70.76,127,116.00,Urban,0
36.00,Female,169,78,4766,170.35,89,83.00,Suburban,0
33.00,Female,180,44,4239,136.04,24,90.00,Urban,0
22.00,Female,177,59,14942,676.42,40,71.00,Urban,0
52.00,Male,184,90,9272,372.88,68,76.00,Suburban,0
29.00,Female,165,64,1869,76.88,3,70.00,Urban,0
42.00,Male,152,41,6526,249.46,104,90.00,Urban,0
38.00,Male,180,100,8741,342.71,30,80.00,Urban,0
53.00,Male,173,78,5694,184.03,130,76.00,Urban,0
40.00,Male,167,81,2934,127.51,116,86.00,Urban,0
33.00,Female,167,55,18087,699.04,89,115.00,Rural,0
56.00,Female,195,74,17318,802.44,177,103.00,Rural,0
59.00,Male,163,73,19907,675.36,144,58.00,Rural,0
56.00,Female,161,57,7159,244.13,65,91.00,Rural,0
31.00,Female,170,67,16719,717.50,87,85.00,Urban,1
48.00,Female,181,47,13993,656.55,23,59.00,Urban,0
22.00,Male,192,64,14813,584.28,98,108.00,Urban,1
52.00,Female,176,84,2164,96.38,159,89.00,Rural,1
40.00,Non-Binary,157,58,1619,80.93,104,103.00,Suburban,1
46.00,Female,189,98,8982,447.35,18,88.00,Urban,0
28.00,Male,169,48,4066,182.51,65,56.00,Urban,0
35.00,Male,161,66,9638,431.70,59,53.00,Suburban,0
29.00,Female,159,60,3337,116.64,114,64.00,Suburban,0
26.00,Non-Binary,178,67,6594,307.75,14,97.00,Rural,0
27.00,Female,172,90,3460,131.83,84,55.00,Urban,1
34.00,Female,173,55,7820,385.06,162,84.00,Rural,0
55.00,Male,182,63,4442,140.49,154,117.00,Urban,0
24.00,Female,161,79,17191,665.58,87,107.00,Suburban,0
30.00,Female,183,71,17326,712.39,6,68.00,Rural,0
57.00,Male,164,72,11529,439.29,5,111.00,Rural,0
59.00,Female,191,55,18675,638.90,124,59.00,Urban,0
26.00,Non-Binary,175,68,11390,476.78,32,74.00,Urban,0
44.00,Male,160,86,15030,678.13,57,93.00,Urban,0
19.00,Female,149,45,6374,273.42,176,107.00,Urban,1
22.00,Male,178,59,14142,490.57,144,74.00,Suburban,1
46.00,Female,166,42,13204,589.32,109,89.00,Rural,0
54.00,Female,168,78,8394,294.95,41,119.00,Urban,1
55.00,Female,177,88,18088,606.02,93,59.00,Urban,0
36.00,Female,180,67,1825,79.96,167,115.00,Urban,0
25.00,Male,182,54,10196,477.74,173,74.00,Rural,0
18.00,Non-Binary,158,55,12652,501.41,128,60.00,Rural,0
39.00,Female,184,65,17760,721.55,78,85.00,Urban,0
34.00,Male,164,65,1972,71.10,94,98.00,Urban,0
24.00,Female,147,83,12268,489.40,110,97.00,Suburban,0
42.00,Female,158,59,1443,47.10,96,56.00,Suburban,0
21.00,Male,172,76,1754,86.15,179,100.00,Urban,0
53.00,Female,160,65,17023,783.18,162,66.00,Rural,0
23.00,Non-Binary,169,58,11363,492.69,118,81.00,Rural,0
48.00,Male,173,65,11897,484.97,68,75.00,Suburban,1
36.00,Non-Binary,168,75,6396,293.21,132,71.00,Suburban,0
56.00,Male,165,83,4465,178.13,144,62.00,Urban,0
44.00,Male,157,66,3711,133.59,51,61.00,Suburban,0
27.00,Male,170,51,19791,657.21,141,50.00,Urban,0
43.00,Female,149,84,6747,289.80,121,82.00,Urban,0
36.00,Female,163,56,19107,928.38,28,63.00,Urban,0
56.00,Male,160,73,2919,96.54,135,113.00,Urban,0
20.00,Male,167,69,18302,614.95,103,92.00,Urban,0
30.00,Female,167,67,14473,559.70,0,107.00,Suburban,0
45.00,Male,179,62,17965,828.87,28,90.00,Suburban,0
37.00,Female,185,79,15235,546.61,163,117.00,Suburban,1
45.00,Female,158,16,16710,586.16,178,88.00,Urban,0
25.00,Female,189,87,15434,654.39,164,50.00,Urban,0
58.00,Non-Binary,162,56,14478,589.43,68,90.00,Rural,0
56.00,Male,171,76,4881,152.31,52,94.00,Urban,1
18.00,Non-Binary,175,75,2999,94.86,123,62.00,Rural,0
20.00,Female,194,89,15849,679.29,,58.00,Urban,0
30.00,Female,164,72,11903,467.82,87,112.00,Suburban,0
45.00,Male,152,57,17784,878.88,82,72.00,Urban,0
42.00,Female,184,45,15700,684.06,11,103.00,Suburban,1
50.00,Male,161,64,6445,194.65,51,96.00,Rural,0
55.00,Male,166,40,3628,143.74,128,88.00,Rural,0
23.00,Male,158,60,19040,729.02,134,75.00,Rural,1
49.00,Female,166,65,18004,578.55,144,50.00,Urban,1
38.00,Female,161,59,1246,60.39,126,63.00,Suburban,0
33.00,Female,176,70,6212,286.37,,114.00,Urban,0
38.00,Female,170,66,4339,150.14,70,118.00,Suburban,0
28.00,Male,163,65,3368,118.28,16,116.00,Urban,0
54.00,Female,179,33,13186,404.02,2,98.00,Rural,1
53.00,Male,172,50,2839,102.02,28,99.00,Rural,0
52.00,Female,151,79,7205,300.39,21,107.00,Urban,0
36.00,Female,179,82,5395,207.26,165,102.00,Urban,0
37.00,Female,171,42,16290,804.48,53,106.00,Urban,0
35.00,Female,183,57,4691,145.99,106,67.00,Suburban,0
58.00,Male,171,86,8470,354.29,177,65.00,Urban,0
31.00,Female,162,59,4841,228.33,68,51.00,Rural,0
32.00,Female,167,68,5348,211.86,157,62.00,Suburban,0
48.00,Female,178,91,18776,564.39,150,94.00,Suburban,1
18.00,Male,162,64,7060,246.08,119,92.00,Suburban,0
20.00,Female,165,62,16525,602.76,46,103.00,Urban,0
33.00,Female,167,67,5300,261.40,148,80.00,Rural,0
40.00,Male,158,97,4338,209.25,19,58.00,Suburban,0
28.00,Male,162,76,6487,317.76,150,97.00,Rural,0
29.00,Female,171,70,4514,209.97,148,67.00,Suburban,0
27.00,Female,182,62,18143,671.89,20,60.00,Suburban,0
49.00,Male,173,78,12280,590.88,0,111.00,Urban,0
33.00,Male,169,79,11307,561.21,142,68.00,Suburban,0
25.00,Male,161,53,10915,403.87,16,73.00,Suburban,0
55.00,Male,180,80,12158,428.10,50,62.00,Suburban,1
29.00,Female,174,67,9621,393.87,13,95.00,Suburban,0
41.00,Female,162,70,11547,389.63,58,102.00,Urban,1
45.00,Female,178,56,14485,444.00,82,78.00,Rural,1
25.00,Female,175,64,3459,169.20,49,85.00,Rural,0
45.00,Male,161,54,6273,304.33,123,66.00,Urban,0
53.00,Female,168,53,19102,635.20,33,97.00,Rural,0
43.00,Female,165,75,10457,398.98,5,73.00,Urban,0
25.00,Non-Binary,196,64,6423,299.44,108,103.00,Suburban,0
45.00,Female,175,50,18692,807.87,48,50.00,Urban,0
45.00,Male,171,102,18434,698.57,5,116.00,Rural,0
54.00,Female,174,53,6479,290.80,116,55.00,Urban,0
58.00,Male,183,86,16419,787.14,117,104.00,Urban,0
53.00,Female,169,47,3249,157.65,6,87.00,Urban,0
44.00,Male,164,76,3809,143.13,96,82.00,Urban,0
34.00,Male,178,66,3921,131.24,178,57.00,Suburban,0
26.00,Female,168,60,5676,273.91,117,69.00,Urban,0
50.00,Male,159,72,3417,108.84,,104.00,Suburban,0
37.00,Female,157,70,17916,796.08,140,97.00,Rural,0
30.00,Male,185,57,14463,474.53,170,105.00,Rural,0
45.00,Female,171,57,9167,346.40,26,59.00,Rural,0
46.00,Female,164,46,2469,94.39,115,101.00,Urban,0
30.00,Female,167,74,8292,275.09,130,99.00,Urban,1
52.00,Male,178,51,7931,384.29,57,83.00,Suburban,1
23.00,Male,167,70,2091,62.84,88,85.00,Urban,0
35.00,Male,155,78,17363,831.27,96,110.00,Rural,0
22.00,Male,173,73,1260,60.07,16,65.00,Urban,0
42.00,Female,182,59,11456,416.30,172,67.00,Rural,0
19.00,Non-Binary,181,83,14435,636.38,100,96.00,Urban,0
27.00,Female,164,63,10377,363.78,28,81.00,Rural,0
47.00,Female,182,49,16813,759.54,101,92.00,Urban,0
22.00,Female,172,65,5301,218.52,122,89.00,Urban,0
50.00,Female,182,78,8207,295.49,53,114.00,Suburban,0
18.00,Male,175,59,17476,664.17,26,84.00,Urban,0
35.00,Non-Binary,154,83,9556,418.53,,118.00,Suburban,0
49.00,Female,187,58,14795,711.96,116,99.00,Suburban,0
28.00,Female,170,60,7125,232.38,103,61.00,Urban,0
38.00,Male,175,54,2924,121.13,44,107.00,Rural,0
43.00,Male,156,80,7683,269.48,113,112.00,Urban,0
42.00,Female,175,69,19922,916.96,86,98.00,Suburban,0
39.00,Female,181,55,19660,617.42,30,85.00,Suburban,0
44.00,Female,189,64,14331,627.40,163,103.00,Suburban,0
30.00,Male,184,23,10945,366.65,36,96.00,Urban,0
50.00,Non-Binary,175,81,18294,767.03,35,81.00,Urban,0
51.00,Male,154,67,1306,61.01,118,102.00,Suburban,0
58.00,Male,171,33,5231,235.93,4,81.00,Urban,0
52.00,Male,164,48,7028,316.67,173,111.00,Urban,0
18.00,Female,172,63,13207,532.99,51,86.00,Suburban,0
38.00,Non-Binary,157,50,7658,366.17,48,87.00,Suburban,0
23.00,Male,167,81,7336,306.37,5,79.00,Urban,0
45.00,Female,164,76,14896,720.23,122,107.00,Urban,0
34.00,Male,164,75,10630,435.09,137,81.00,Urban,0
22.00,Non-Binary,164,30,18256,732.42,117,115.00,Urban,0
48.00,Female,168,62,2141,73.75,22,100.00,Urban,0
22.00,Female,172,59,18049,738.13,144,60.00,Urban,1
55.00,Male,145,55,9400,308.43,109,108.00,Rural,0
20.00,Non-Binary,146,63,1951,92.47,43,69.00,Suburban,0
40.00,Female,166,53,10249,446.01,40,86.00,Urban,0
54.00,Male,168,73,13936,695.03,142,98.00,Urban,0
54.00,Female,171,81,15455,492.12,171,68.00,Suburban,0
27.00,Male,162,80,5722,199.20,49,104.00,Urban,0
27.00,Female,170,67,13812,656.67,51,89.00,Suburban,0
36.00,Male,171,99,5008,189.83,69,56.00,Rural,0
34.00,Female,162,87,11060,434.95,150,54.00,Suburban,1
38.00,Female,180,68,14056,663.63,171,91.00,Urban,0
31.00,Male,171,62,7655,309.54,108,97.00,Suburban,0
26.00,Male,175,90,18155,614.90,117,56.00,Rural,0
18.00,Male,170,85,14027,671.06,108,60.00,Suburban,0
30.00,Female,191,48,5030,154.02,94,98.00,Suburban,0
21.00,Male,175,86,1521,72.87,43,79.00,Urban,0
18.00,Female,165,67,2400,74.42,179,90.00,Urban,0
57.00,Male,178,57,12930,560.09,66,52.00,Suburban,0
49.00,Male,153,40,4723,148.46,155,89.00,Rural,0
51.00,Female,171,65,7579,334.42,66,100.00,Suburban,0
45.00,Male,173,69,19242,590.33,17,81.00,Suburban,0
48.00,Non-Binary,171,93,5781,270.83,154,97.00,Urban,0
25.00,Female,166,84,13873,545.47,178,69.00,Urban,0
56.00,Female,159,61,19782,630.43,59,84.00,Suburban,0
43.00,Female,162,75,17526,773.53,73,73.00,Urban,0
51.00,Female,171,82,12043,479.14,48,89.00,Suburban,0
20.00,Male,158,71,17375,587.60,14,101.00,Urban,1
29.00,Male,187,61,18101,548.70,72,88.00,Suburban,0
18.00,Male,143,62,1642,62.99,142,117.00,Rural,0
22.00,Female,166,75,19932,632.10,,110.00,Urban,0
47.00,Male,171,76,12885,410.82,47,114.00,Urban,1
47.00,Female,175,65,8549,302.18,71,111.00,Suburban,0
34.00,Non-Binary,160,30,14397,613.44,112,51.00,Rural,0
40.00,Female,181,50,16074,652.58,128,55.00,Suburban,1
32.00,Female,156,79,14771,463.51,134,92.00,Urban,1
54.00,Male,164,38,1949,96.22,52,89.00,Urban,0
38.00,Female,176,87,17905,854.85,158,88.00,Urban,1
31.00,Female,180,85,15732,553.52,17,77.00,Urban,0
19.00,Male,155,70,17738,575.54,11,112.00,Rural,0
28.00,Male,196,78,18866,921.57,47,113.00,Rural,0
56.00,Non-Binary,161,77,10839,425.14,,61.00,Urban,1
55.00,Female,156,68,13823,500.72,96,90.00,Urban,0
51.00,Female,175,49,19599,780.18,6,78.00,Urban,0
55.00,Female,166,84,19921,905.51,91,72.00,Rural,1
51.00,Female,165,91,15690,523.54,112,100.00,Suburban,0
35.00,Female,175,51,7339,332.82,2,94.00,Suburban,0
47.00,Male,154,48,11956,537.89,106,71.00,Urban,0
32.00,Male,152,67,4765,194.35,62,59.00,Suburban,0
44.00,Male,164,60,3827,181.08,133,56.00,Urban,0
51.00,Female,180,72,3058,99.82,101,64.00,Urban,1
55.00,Female,164,88,12519,524.67,14,95.00,Suburban,0
50.00,Female,185,36,1730,67.45,,110.00,Suburban,0
41.00,Male,182,93,2832,108.88,90,110.00,Urban,0
32.00,Female,172,63,9600,336.49,80,100.00,Urban,0
47.00,Female,173,77,16618,622.27,145,87.00,Urban,0
59.00,Female,172,79,8170,262.77,149,61.00,Urban,0
34.00,Female,171,81,5179,181.43,60,115.00,Suburban,0
,Male,166,70,7299,258.67,119,103.00,Rural,1
46.00,Female,167,74,8830,392.17,60,88.00,Urban,0
21.00,Male,159,74,12439,385.25,52,88.00,Urban,0
27.00,Male,147,60,5802,249.62,25,79.00,Urban,1
34.00,Female,181,43,7615,262.17,114,97.00,Suburban,0
,Female,171,51,7762,245.57,39,80.00,Urban,0
34.00,Non-Binary,170,68,6543,235.65,87,74.00,Suburban,1
37.00,Female,173,58,5883,202.90,115,117.00,Urban,0
41.00,Female,161,58,16739,686.98,135,100.00,Suburban,0
22.00,Female,159,96,1666,61.89,20,62.00,Rural,0
51.00,Female,167,82,1276,62.93,42,112.00,Rural,0
23.00,Male,183,66,15063,742.17,20,91.00,Rural,0
19.00,Male,158,80,1881,73.12,130,103.00,Suburban,0
30.00,Male,143,63,3060,140.46,30,116.00,Rural,0
28.00,Female,164,71,15677,474.47,154,105.00,Urban,0
40.00,Male,181,76,19466,797.25,26,68.00,Urban,0
33.00,Male,152,63,7702,345.56,72,95.00,Urban,0
48.00,Male,158,59,10429,358.12,96,64.00,Suburban,0
28.00,Non-Binary,172,88,16853,526.21,160,81.00,Rural,0
33.00,Male,195,79,1158,38.35,89,98.00,Urban,0
,Female,156,36,16996,660.07,43,70.00,Suburban,0
21.00,Male,156,59,6229,249.95,42,114.00,Suburban,0
57.00,Female,173,58,8956,336.90,30,119.00,Rural,0
21.00,Male,182,60,13566,526.35,116,76.00,Suburban,0
42.00,Male,163,82,3526,138.94,75,72.00,Rural,1
20.00,Female,153,70,8803,399.56,144,96.00,Urban,0
49.00,Male,174,49,7574,243.16,142,61.00,Urban,0
20.00,Male,176,64,9733,441.67,33,115.00,Suburban,0
44.00,Male,187,78,18522,810.76,79,54.00,Urban,0
46.00,Male,176,66,8257,370.19,3,58.00,Urban,0
49.00,Male,178,60,4283,191.40,71,69.00,Suburban,0
36.00,Male,167,74,16909,666.41,97,112.00,Suburban,1
38.00,Female,194,94,12802,438.19,109,79.00,Suburban,0
22.00,Female,166,76,8896,362.36,27,65.00,Urban,0
35.00,Female,163,89,19803,973.51,129,54.00,Suburban,1
45.00,Male,188,61,14526,606.76,,78.00,Urban,0
59.00,Non-Binary,155,69,19140,578.43,57,96.00,Urban,0
39.00,Male,151,69,12278,383.00,126,71.00,Suburban,1
38.00,Male,171,71,14242,710.07,8,106.00,Urban,0
23.00,Female,169,76,19690,619.03,,84.00,Urban,0
18.00,Male,167,56,3570,110.39,87,109.00,Suburban,1
22.00,Male,179,79,1324,49.07,61,119.00,Urban,0
58.00,Female,160,45,10721,529.47,18,109.00,Rural,1
29.00,Female,170,49,6645,241.70,80,107.00,Suburban,0
43.00,Female,166,102,19329,738.32,106,52.00,Rural,0
51.00,Female,161,62,15404,657.47,54,83.00,Urban,0
31.00,Non-Binary,169,80,5486,167.23,155,94.00,Suburban,0
43.00,Male,178,95,3430,164.49,111,99.00,Urban,0
44.00,Male,191,35,18229,736.25,122,51.00,Rural,0
26.00,Male,175,86,14156,556.84,177,64.00,Urban,0
43.00,Male,144,79,1567,73.99,64,86.00,Urban,0
39.00,Male,169,94,3179,155.97,123,64.00,Rural,0
47.00,Non-Binary,170,52,3019,116.14,2,109.00,Urban,0
34.00,Female,179,91,16919,565.92,179,113.00,Urban,0
43.00,Female,171,58,19704,912.57,137,101.00,Urban,0
53.00,Male,182,85,19030,724.38,20,72.00,Suburban,1
18.00,Female,173,69,4909,239.12,36,86.00,Urban,0
25.00,Non-Binary,185,81,9015,441.72,14,90.00,Urban,0
52.00,Female,165,70,4420,142.75,86,106.00,Urban,1
32.00,Male,171,42,15885,780.45,119,74.00,Suburban,0
39.00,Female,178,23,17740,662.86,136,86.00,Suburban,0
31.00,Male,164,73,8485,364.22,43,89.00,Urban,0
43.00,Male,162,66,19664,603.59,38,95.00,Urban,1
45.00,Male,163,75,5131,245.15,132,109.00,Urban,0
40.00,Female,162,66,11652,499.08,24,68.00,Urban,1
31.00,Female,175,100,15379,659.31,55,58.00,Urban,1
41.00,Male,151,73,15903,764.04,120,118.00,Urban,0
19.00,Male,154,63,16913,679.34,89,54.00,Suburban,0
43.00,Female,188,75,10470,400.06,63,75.00,Rural,0
31.00,Male,162,63,17849,844.66,179,68.00,Urban,0
24.00,Male,172,71,12540,562.40,88,79.00,Suburban,0
20.00,Male,155,51,18871,924.29,111,97.00,Suburban,1
40.00,Female,170,69,5597,273.15,75,65.00,Suburban,0
35.00,Male,162,62,5536,208.41,136,67.00,Rural,0
55.00,Male,154,53,17709,689.58,137,105.00,Urban,0
52.00,Male,183,99,10957,384.81,9,70.00,Urban,0
32.00,Non-Binary,181,53,5162,223.07,61,80.00,Suburban,0
42.00,Female,168,70,1303,48.59,89,50.00,Urban,0
54.00,Female,179,57,6067,277.40,59,52.00,Urban,0
45.00,Male,189,74,6024,195.36,,74.00,Urban,0
27.00,Female,177,50,8715,281.74,106,57.00,Urban,1
56.00,Male,174,82,12226,416.77,37,114.00,Suburban,0
34.00,Female,171,100,3631,115.05,133,111.00,Urban,0
56.00,Non-Binary,176,57,14412,611.08,142,56.00,Urban,0
39.00,Female,166,88,16037,528.37,46,56.00,Urban,0
,Female,167,64,12647,419.87,172,57.00,Urban,0
42.00,Female,174,92,13569,410.93,132,68.00,Rural,0
34.00,Male,165,102,3369,153.77,77,66.00,Urban,1
30.00,Non-Binary,166,66,12659,585.43,52,60.00,Rural,0
37.00,Male,170,47,1528,50.79,61,98.00,Suburban,0
42.00,Female,181,84,11502,515.18,22,60.00,Suburban,0
21.00,Male,158,73,5675,219.46,43,90.00,Urban,1
27.00,Male,177,77,19047,662.68,51,111.00,Urban,0
20.00,Male,177,64,3341,141.75,45,101.00,Rural,0
58.00,Male,177,56,14919,500.83,146,115.00,Rural,0
35.00,Female,161,87,15730,710.02,83,117.00,Urban,1
53.00,Female,153,74,16256,503.16,46,116.00,Urban,1
39.00,Male,175,48,5905,290.42,90,89.00,Urban,0
51.00,Male,171,80,16539,519.94,51,54.00,Rural,0
25.00,Female,180,77,16255,676.03,23,71.00,Urban,0
57.00,Male,162,65,9884,474.87,144,86.00,Suburban,1
36.00,Female,177,94,10143,306.70,88,60.00,Suburban,1
59.00,Female,180,60,6950,277.79,173,93.00,Suburban,1
58.00,Female,169,67,2360,87.32,63,102.00,Suburban,1
54.00,Female,174,81,6127,254.92,118,110.00,Urban,1
23.00,Male,173,71,15252,526.33,155,116.00,Rural,0
43.00,Female,161,49,9730,304.53,177,62.00,Suburban,1
51.00,Male,175,72,4925,209.40,63,60.00,Suburban,0
23.00,Male,186,63,9463,362.78,155,60.00,Urban,1
54.00,Female,170,82,18412,781.58,85,56.00,Suburban,0
50.00,Male,155,72,2242,76.70,55,66.00,Urban,0
39.00,Female,163,71,9784,359.80,58,97.00,Urban,0
38.00,Female,152,54,10797,445.20,132,63.00,Suburban,0
23.00,Female,182,66,7406,310.03,171,112.00,Suburban,0
23.00,Non-Binary,177,84,14965,560.38,169,113.00,Suburban,0
21.00,Male,164,58,14733,524.51,124,114.00,Urban,0
47.00,Male,155,69,18824,667.76,46,83.00,Suburban,0
28.00,Female,161,55,4626,154.94,120,58.00,Urban,0
47.00,Male,163,52,11074,404.29,152,86.00,Suburban,0
48.00,Female,171,68,17568,597.12,101,79.00,Urban,1
41.00,Female,170,72,9031,385.41,43,90.00,Suburban,0
26.00,Female,183,99,4188,173.31,14,94.00,Rural,0
20.00,Male,163,63,3945,148.54,104,96.00,Urban,0
48.00,Male,154,69,7765,283.55,50,56.00,Urban,0
57.00,Male,158,51,19858,690.11,52,63.00,Suburban,0
54.00,Male,169,79,11807,480.65,33,97.00,Suburban,0
53.00,Female,162,75,11204,542.03,123,55.00,Suburban,0
41.00,Male,167,92,10352,452.53,76,83.00,Suburban,0
48.00,Male,165,86,5599,251.33,135,95.00,Urban,0
23.00,Male,179,75,5313,248.05,122,108.00,Urban,0
19.00,Female,164,62,3218,119.17,69,119.00,Urban,0
37.00,Female,166,73,14786,462.17,20,57.00,Urban,1
45.00,Male,177,68,18536,786.88,107,73.00,Suburban,0
28.00,Male,164,84,1056,35.66,107,116.00,Urban,0
21.00,Male,174,82,13533,560.01,134,53.00,Rural,0
32.00,Male,173,65,1143,51.20,89,50.00,Rural,0
23.00,Female,171,48,8218,375.34,78,83.00,Rural,0
47.00,Female,158,90,9559,344.48,176,58.00,Rural,0
55.00,Male,182,78,1615,65.00,41,112.00,Urban,0
19.00,Male,192,65,9062,384.40,150,59.00,Rural,0
32.00,Non-Binary,170,78,12520,580.80,51,59.00,Urban,0
28.00,Female,159,71,6977,315.55,101,99.00,Urban,0
25.00,Female,170,89,12419,617.96,104,93.00,Suburban,0
43.00,Male,179,41,10780,325.14,78,97.00,Urban,1
22.00,Female,163,64,11681,452.64,111,55.00,Rural,0
23.00,Male,168,93,7984,280.41,103,73.00,Suburban,0
43.00,Female,173,78,5971,193.45,15,107.00,Suburban,0
21.00,Non-Binary,182,96,1944,93.76,95,113.00,Urban,0
36.00,Male,177,51,10114,505.29,36,105.00,Suburban,0
37.00,Male,178,86,8078,271.52,145,61.00,Urban,0
50.00,Male,165,85,19130,588.60,147,84.00,Rural,1
37.00,Male,174,44,13312,472.59,45,55.00,Urban,0
29.00,Male,162,65,6783,316.75,1,114.00,Suburban,0
18.00,Male,178,68,10751,385.72,118,109.00,Urban,0
43.00,Female,181,45,7907,246.21,86,117.00,Urban,1
31.00,Female,175,65,18473,573.58,93,78.00,Urban,0
55.00,Male,166,83,3957,152.54,2,87.00,Urban,0
54.00,Non-Binary,167,64,19996,972.54,173,71.00,Suburban,0
28.00,Male,188,73,7047,251.71,110,57.00,Urban,0
53.00,Non-Binary,166,73,7249,279.40,176,112.00,Urban,0
30.00,Male,180,69,17347,555.77,0,62.00,Suburban,1
20.00,Female,173,59,4759,189.75,104,76.00,Urban,0
50.00,Female,166,79,5263,231.21,21,67.00,Urban,0
23.00,Female,156,46,11281,399.61,141,67.00,Rural,1
27.00,Non-Binary,172,70,2902,104.28,172,111.00,Urban,0
22.00,Male,170,90,3567,167.08,133,63.00,Urban,0
40.00,Non-Binary,188,63,11190,338.02,64,60.00,Urban,0
27.00,Male,161,59,9075,387.77,20,66.00,Urban,0
19.00,Male,192,80,3994,151.28,3,100.00,Suburban,0
30.00,Male,173,72,6229,224.04,130,63.00,Urban,0
57.00,Female,173,81,3010,129.89,112,106.00,Suburban,1
19.00,Male,164,70,8377,391.15,29,55.00,Urban,1
37.00,Female,173,34,14036,577.83,30,106.00,Urban,0
18.00,Female,174,87,18214,557.75,161,53.00,Urban,0
54.00,Female,179,101,1048,41.11,19,60.00,Suburban,0
26.00,Female,160,89,5210,204.52,53,60.00,Rural,0
34.00,Male,184,16,18562,758.74,125,57.00,Suburban,0
26.00,Male,173,76,15838,687.67,152,108.00,Rural,0
28.00,Male,176,62,17038,517.72,14,70.00,Urban,0
